release_agency,species,run,brood_year,release_year,first_release_date,last_release_date,mean_release_date,release_stage,rearing_type,avg_weight,avg_length,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,total_release
CDFO,chinook,3,2014,2015,6/2/2015,6/2/2015,153,S,H,4,71.26354602,R-Alouette R S,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,70410
CDFO,chinook,3,2014,2015,6/21/2015,6/21/2015,172,S,H,5.2,77.61942863,R-Alouette R S,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,2412
CDFO,chinook,3,2014,2015,6/16/2015,6/16/2015,167,S,H,4,71.26354602,R-Coquitlam R,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,48026
CDFO,chinook,3,2014,2015,5/30/2015,6/5/2015,153,S,H,5,85,R-Chapman Cr,H-Chapman Creek H,S-Chilliwack R,BC,GST,GSMN,64280
CDFO,chinook,3,2014,2015,5/18/2015,5/18/2015,138,S,H,6,81.32189074,R-L Qualicum R,H-Little Qualicum R H,S-L Qualicum R,BC,GST,GSVI,2023717
CDFO,chinook,2,2013,2015,4/28/2015,4/28/2015,118,Y,H,19.01,121,R-Chehalis R,H-Chehalis River H,S-Chehalis R,BC,FRTH,LWFR,100966
CDFO,chinook,3,1985,1986,6/15/1986,6/20/1986,168.5,S,H,3.8,70.08315374,R-Seal Bay,H-Puntledge River H,S-Big Qualicum R,BC,GST,GSVI,24987
CDFO,chinook,3,1985,1986,6/15/1986,6/23/1986,170,S,H,3.8,70.08315374,R-Seal Bay,H-Puntledge River H,S-Big Qualicum R,BC,GST,GSVI,25097
CDFO,chinook,2,2015,2016,6/1/2016,6/1/2016,153,F,H,NA,NA,R-Quesnel R,H-Quesnel River H,S-Quesnel R,BC,FRTH,UPFR,41
CDFO,chinook,3,2013,2014,5/22/2014,6/3/2014,148,S,H,7,85,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,253394
CDFO,chinook,3,2013,2014,5/12/2014,6/2/2014,142.5,S,H,4.58,74.47595366,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,247430
CDFO,chinook,3,1988,1989,7/15/1989,7/17/1989,197,F,H,1.52,52.00363395,R-Seymour R/GSMN,H-Seymour River H,S-Quinsam R,BC,GST,GSMN,52962
CDFO,chinook,3,1985,1986,6/15/1986,6/18/1986,167.5,S,H,5.5,79.05011355,R-Puntledge R,H-Puntledge River H,S-Big Qualicum R,BC,GST,GSVI,32301
CDFO,chinook,3,1985,1986,6/15/1986,6/23/1986,170,S,H,5.5,79.05011355,R-Seal Bay,H-Puntledge River H,S-Big Qualicum R,BC,GST,GSVI,25034
CDFO,chinook,3,1988,1989,7/15/1989,7/17/1989,197,F,H,1.52,52.00363395,R-Seymour R/GSMN,H-Seymour River H,S-Quinsam R,BC,GST,GSMN,44430
CDFO,chinook,3,1989,1990,5/15/1990,5/14/1990,134.5,S,H,7.19,86.25702106,R-Cowichan Lk,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,119497
CDFO,chinook,3,2013,2014,5/22/2014,6/3/2014,148,S,H,7,85,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,247615
CDFO,chinook,3,2013,2014,5/22/2014,6/3/2014,148,S,H,7,85,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,249127
CDFO,chinook,3,2013,2014,5/23/2014,6/3/2014,148.5,S,H,6,80,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,424277
CDFO,chinook,2,2013,2014,5/28/2014,5/28/2014,148,S,H,8.64,89,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,37459
CDFO,chinook,2,2013,2014,5/14/2014,5/15/2014,134.5,S,H,5.19,75,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,58402
CDFO,chinook,2,2013,2014,5/14/2014,5/15/2014,134.5,S,H,5.19,75,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,59319
CDFO,chinook,2,2013,2014,5/14/2014,5/15/2014,134.5,S,H,5.19,75,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,58839
CDFO,chinook,2,2013,2014,5/14/2014,5/15/2014,134.5,S,H,5.19,75,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,57173
CDFO,chinook,1,1992,1993,4/15/1993,4/7/1993,101,S,H,2.5,51,R-Bonaparte R,H-Spius Creek H,S-Bonaparte R,BC,FRTH,TOMM,19242
CDFO,chinook,3,1981,1982,6/15/1982,6/11/1982,164,S,H,5.3,78.10236735,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,316852
CDFO,chinook,2,1982,1983,7/15/1983,7/27/1983,202,S,H,12.4,103.0072944,R-Nanaimo R,H-Nanaimo River H,S-First Lk/GSVI,BC,GST,GSVI,4766
CDFO,chinook,1,1992,1993,4/15/1993,4/14/1993,104.5,S,H,3.3,60,R-Bonaparte R,H-Spius Creek H,S-Bonaparte R,BC,FRTH,TOMM,18880
CDFO,chinook,1,1992,1993,4/15/1993,4/7/1993,101,S,H,3.7,66,R-Bonaparte R,H-Spius Creek H,S-Bonaparte R,BC,FRTH,TOMM,19673
CDFO,chinook,1,1992,1993,4/15/1993,4/7/1993,101,S,H,3.5,63,R-Bonaparte R,H-Spius Creek H,S-Bonaparte R,BC,FRTH,TOMM,19892
CDFO,chinook,1,1992,1993,4/15/1993,4/14/1993,104.5,S,H,4.3,70,R-Bonaparte R,H-Spius Creek H,S-Bonaparte R,BC,FRTH,TOMM,18598
CDFO,chinook,1,1985,1986,4/15/1986,4/2/1986,98.5,F,H,2.4,60.34308692,R-Bonaparte R Low,H-Loon Creek H,S-Bonaparte R,BC,FRTH,TOMM,45486
CDFO,chinook,3,2006,2007,6/1/2007,6/1/2007,152,S,H,4,71.26354602,R-Alouette R S,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,125336
CDFO,chinook,3,2010,2011,4/28/2011,4/28/2011,118,S,H,3.74,69.72088738,R-Coquitlam R,H-Coquitlam River H,S-Chilliwack R,BC,FRTH,LWFR,49743
CDFO,chinook,3,2008,2009,6/7/2009,6/7/2009,158,S,H,3.3,66.93643721,R-Alouette R S,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,149800
CDFO,chinook,3,2010,2011,4/17/2011,4/17/2011,107,S,H,4.8,75.62248892,R-L Campbell R,H-Little Campbell River H,S-L Campbell R,BC,GST,GSMS,55538
CDFO,chinook,3,2007,2008,4/30/2008,4/30/2008,121,S,H,4,71.26354602,R-Alouette R S,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,2.00E+05
CDFO,chinook,3,1986,1987,5/15/1987,5/7/1987,131,S,H,8.5,91.0886533,R-Chemainus R,H-Seaspring Salmon Farm,S-Chemainus R,BC,GST,GSVI,15721
CDFO,chinook,3,1986,1987,5/15/1987,5/27/1987,141,S,H,11,99.06629974,R-Chemainus R,H-Seaspring Salmon Farm,S-Chemainus R,BC,GST,GSVI,16188
CDFO,chinook,1,2012,2014,4/22/2014,4/23/2014,112.5,Y,H,14.08,108,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,64199
CDFO,chinook,2,2013,2014,5/24/2014,6/2/2014,148.5,S,H,5.2,77,R-Puntledge R,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,275917
CDFO,chinook,3,2013,2014,5/15/2014,6/16/2014,151,S,H,4.15,72.12296706,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,262094
CDFO,chinook,3,2013,2014,5/15/2014,6/16/2014,151,S,H,4.15,72.12296706,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,262079
CDFO,chinook,3,2013,2014,5/12/2014,5/12/2014,132,S,H,4.3,72.96168705,R-Chapman Cr,H-Lang Creek H,S-Lang Cr,BC,GST,GSMN,21997
CDFO,chinook,3,2013,2014,5/22/2014,5/22/2014,142,S,H,6.68,85,R-Capilano R,H-Capilano River H,S-Chilliwack R,BC,GST,GSMN,353025
CDFO,chinook,3,2013,2014,5/22/2014,5/22/2014,142,S,H,7.87,88,R-Sandy Cv,H-Sandy Cove Seapen,S-Chilliwack R,BC,GST,GSMN,95503
CDFO,chinook,3,2001,2002,5/22/2002,6/22/2002,157.5,S,H,6.2,81,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,532774
CDFO,chinook,3,2001,2002,5/22/2002,6/22/2002,157.5,S,H,6.2,82,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,475285
CDFO,chinook,3,1990,1991,5/15/1991,5/28/1991,141.5,S,H,5.8,80.42909463,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,41354
CDFO,chinook,1,1986,1987,4/15/1987,4/7/1987,101,S,H,4.4,73.50992804,R-Bowron R,H-Quesnel River H,S-Bowron R,BC,FRTH,UPFR,66321
CDFO,chinook,2,1986,1987,4/15/1987,4/24/1987,109.5,S,H,3.9,70.67845323,R-Chilko R,H-Quesnel River H,S-Chilko R,BC,FRTH,UPFR,33873
CDFO,chinook,3,2013,2014,4/24/2014,5/9/2014,121.5,S,H,5.8,80.42909463,R-Duck Lk,H-Lang Creek H,S-Lang Cr,BC,GST,GSMN,671712
CDFO,chinook,3,2013,2014,5/29/2014,5/29/2014,149,S,H,5.8,80.42909463,R-Englishman R,H-Englishman River H,S-L Qualicum R,BC,GST,GSVI,1.00E+05
CDFO,chinook,2,1984,1985,10/15/1985,10/1/1985,281,F,H,11.6,100.794451,R-Eagle R,H-Eagle River H,S-Eagle R,BC,FRTH,TOMM,43021
CDFO,chinook,2,1984,1985,10/15/1985,10/1/1985,281,F,H,11.6,100.794451,R-Eagle R,H-Eagle River H,S-Eagle R,BC,FRTH,TOMM,40526
CDFO,chinook,3,1984,1985,10/15/1985,10/28/1985,294.5,F,H,7.5,87.45083649,R-Capilano R,H-Capilano River H,S-Capilano R,BC,GST,GSMN,62935
CDFO,chinook,1,1985,1986,4/15/1986,4/21/1986,108,S,H,4.2,72.40477912,R-Fontoniko Cr,H-Quesnel River H,S-Fontoniko Cr,BC,FRTH,UPFR,39031
CDFO,chinook,3,1980,1981,5/15/1981,5/11/1981,133,S,H,4.2,72.40477912,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,63033
CDFO,chinook,2,1988,1989,4/15/1989,4/10/1989,102.5,S,H,3.3,7,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,235000
CDFO,chinook,2,1988,1989,5/15/1989,5/15/1989,135,S,H,6.6,83,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,219010
CDFO,chinook,3,2009,2010,4/10/2010,4/10/2010,100,S,H,5,76.63442959,R-L Campbell R,H-Little Campbell River H,S-L Campbell R,BC,GST,GSMS,48776
CDFO,chinook,3,2004,2005,5/5/2005,5/5/2005,125,S,H,5,76.63442959,R-Serpentine R,H-Serpentine River H,S-Serpentine R,BC,GST,GSMS,1.00E+05
CDFO,chinook,2,2004,2005,5/5/2005,5/5/2005,125,F,H,3,64.89093379,R-Quesnel R,H-Nechako Lks (Vanderh) S,S-Quesnel R,BC,FRTH,UPFR,146
CDFO,chinook,3,1997,1998,5/13/1998,5/13/1998,133,S,H,4.85,75.87810059,R-Ioco,H-Ioco Seapen,S-Capilano R,BC,GST,GSMN,48500
CDFO,chinook,3,1997,1998,5/21/1998,5/21/1998,141,S,H,5.97,81.18926395,R-Bedwell Bay,H-Bedwell Bay Seapen,S-Big Qual+L Qualicm,BC,GST,GSMN,49500
CDFO,chinook,2,2007,2008,8/5/2008,8/5/2008,218,S,H,3,64.89093379,R-Shuswap R Low,H-N Okanagan-Shuswap Sch,S-Shuswap R Low,BC,FRTH,TOMM,600
CDFO,chinook,3,1991,1992,6/17/1992,6/17/1992,169,F,H,1.54,52.22546548,R-Jitco Cr,H-Jitco Creek H,S-JitcoXMaclean,BC,GST,GSMN,1750
CDFO,chinook,2,2013,2014,5/3/2014,5/3/2014,123,E,H,NA,NA,R-Shuswap R Low,H-Kingfisher Creek/ TOMF,S-Shuswap R Low,BC,FRTH,TOMM,8000
CDFO,chinook,2,2007,2008,8/5/2008,8/6/2008,218.5,S,H,3,64.89093379,R-Shuswap R Low,H-Vernon Schools,S-Shuswap R Low,BC,FRTH,TOMM,1000
CDFO,chinook,2,2013,2014,4/27/2014,4/27/2014,117,E,H,NA,NA,R-Shuswap R Low,H-Kingfisher Creek/ TOMF,S-Shuswap R Low,BC,FRTH,TOMM,47000
CDFO,chinook,3,2013,2014,7/8/2014,7/8/2014,189,F,H,3,64.89093379,R-Oyster R,H-Oyster River H,S-Oyster R,BC,GST,GSVI,18000
CDFO,chinook,3,2013,2014,5/20/2014,5/21/2014,140.5,S,H,4.1,71.83885587,R-Nanaimo R,H-Nanaimo River H,S-Nanaimo R,BC,GST,GSVI,384140
CDFO,chinook,2,2013,2014,5/16/2014,5/16/2014,136,S,H,4.4,73.50992804,R-First Lk/GSVI,H-Nanaimo River H,S-First Lk/GSVI,BC,GST,GSVI,72332
CDFO,chinook,3,2013,2014,3/20/2014,3/20/2014,79,F,H,1.88,57,R-Chemainus R,H-Nanaimo River H,S-Chemainus R,BC,GST,GSVI,14188
CDFO,chinook,3,2013,2014,5/8/2014,5/8/2014,128,S,H,NA,NA,R-Burrard In,H-Westridge Terminal Seap,S-Chilliwack R,BC,GST,GSMN,20938
CDFO,chinook,3,2013,2014,5/8/2014,5/8/2014,128,S,H,4.5,74.04982944,R-Ioco,H-Ioco Seapen,S-Chilliwack R,BC,GST,GSMN,19943
CDFO,chinook,3,2013,2014,6/6/2014,6/6/2014,157,S,H,5.7,79.97489446,R-Goldstream R,H-Goldstream River H,S-Goldstream R,BC,GST,GSVI,37502
CDFO,chinook,3,2013,2014,5/18/2014,5/19/2014,138.5,S,H,3,64.89093379,R-Alouette R S,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,47332
CDFO,chinook,3,2013,2014,6/10/2014,6/13/2014,162.5,S,H,6,81.32189074,R-Alouette R S,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,23065
CDFO,chinook,3,2013,2014,6/17/2014,6/18/2014,168.5,S,H,6.7,84.29710539,R-Coquitlam R,"H-Alouette River, South H",S-Chilliwack R,BC,FRTH,LWFR,53621
CDFO,chinook,3,1998,1999,5/15/1999,5/14/1999,134.5,S,H,11.9,102,R-Chemainus R,H-Seaspring Salmon Farm,S-Chemainus R,BC,GST,GSVI,33331
CDFO,chinook,1,1996,1997,6/15/1997,6/17/1997,167,F,H,1.5,55,R-Salmon R/TOMF,H-Spius Creek H,S-Salmon R/TOMF,BC,FRTH,TOMM,62970
CDFO,chinook,3,2012,2013,4/15/2013,4/18/2013,106.5,S,H,4,71.26354602,R-Cowichan R,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,34616
CDFO,chinook,3,2012,2013,5/15/2013,5/17/2013,136,S,H,6,81.32189074,R-Cowichan R,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,33490
CDFO,chinook,3,2012,2013,5/15/2013,5/17/2013,136,S,H,6,81.32189074,R-Cowichan R,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,33830
CDFO,chinook,3,2013,2014,5/27/2014,5/27/2014,147,S,H,6.87,86,R-L Qualicum R,H-Little Qualicum R H,S-L Qualicum R,BC,GST,GSVI,2595779
CDFO,chinook,3,2012,2013,4/15/2013,4/18/2013,106.5,S,H,4,71.26354602,R-Cowichan R,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,34570
CDFO,chinook,3,2012,2013,4/15/2013,4/18/2013,106.5,S,H,4,71.26354602,R-Cowichan R,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,34522
CDFO,chinook,3,2012,2013,4/15/2013,4/18/2013,106.5,S,H,4,71.26354602,R-Cowichan R,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,34494
CDFO,chinook,2,2011,2013,5/1/2013,5/1/2013,121,Y,H,17.61,114,R-Chehalis R,H-Chehalis River H,S-Chehalis R,BC,FRTH,LWFR,74470
CDFO,chinook,3,2012,2013,5/1/2013,5/1/2013,121,S,H,5.36,78.38918722,R-Duck Lk,H-Lang Creek H,S-Lang Cr,BC,GST,GSMN,169752
CDFO,chinook,3,2012,2013,5/8/2013,5/8/2013,128,S,H,5.6,79.51528831,R-Maclean Bay,H-MacLean Bay Seapen,S-Lang Cr,BC,GST,GSMN,57313
CDFO,chinook,3,2012,2013,5/16/2013,5/16/2013,136,S,H,6,81.32189074,R-Duck Lk,H-Lang Creek H,S-Lang Cr,BC,GST,GSMN,346990
CDFO,chinook,3,2012,2013,5/1/2013,5/1/2013,121,S,H,5.36,78.38918722,R-Duck Lk,H-Lang Creek H,S-Big Qualicum R,BC,GST,GSMN,42438
CDFO,chinook,3,2012,2013,5/8/2013,5/8/2013,128,S,H,5.6,79.51528831,R-Maclean Bay,H-MacLean Bay Seapen,S-Big Qualicum R,BC,GST,GSMN,14328
CDFO,chinook,3,2012,2013,5/16/2013,5/16/2013,136,S,H,6,81.32189074,R-Duck Lk,H-Lang Creek H,S-Big Qualicum R,BC,GST,GSMN,86747
CDFO,chinook,3,2012,2013,4/30/2013,4/30/2013,120,S,H,7.2,86.29606756,R-Chapman Cr,H-Chapman Creek H,S-Big Qualicum R,BC,GST,GSMN,57798
CDFO,chinook,3,2008,2009,9/5/2009,9/5/2009,248,S,H,4,71.26354602,R-L Campbell R,H-Little Campbell River H,S-L Campbell R,BC,GST,GSMS,53884
CDFO,chinook,3,2012,2013,6/6/2013,6/6/2013,157,S,H,6.2,82.19483662,R-Englishman R,H-Englishman River H,S-L Qualicum R,BC,GST,GSVI,180000
CDFO,chinook,3,2012,2013,5/15/2013,5/15/2013,135,F,H,3,64.89093379,R-Oyster R,H-Oyster River H,S-Oyster R,BC,GST,GSVI,3900
CDFO,chinook,3,2012,2013,5/22/2013,5/23/2013,142.5,S,H,6.18,81,R-L Qualicum R,H-Little Qualicum R H,S-L Qualicum R,BC,GST,GSVI,2011355
CDFO,chinook,2,2012,2012,12/3/2012,12/10/2012,341.5,Z,H,NA,NA,R-Jacks Cr,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,76153
CDFO,chinook,2,2013,2013,11/15/2013,11/15/2013,319,Z,H,NA,NA,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,45460
CDFO,chinook,2,2012,2013,3/1/2013,3/8/2013,63.5,E,H,0.41,38,R-Jacks Cr,H-Puntledge River H,S-Puntledge R,BC,GST,GSVI,55105
CDFO,chinook,2,1998,1999,5/15/1999,5/15/1999,135,S,H,3,64.89093379,R-Quesnel R,H-Pr George (Mackenzie) S,S-Quesnel R,BC,FRTH,UPFR,950
CDFO,chinook,1,1999,2001,4/19/2001,4/20/2001,109.5,Y,H,14.27,108,R-Spius Cr,H-Spius Creek H,S-Spius Cr,BC,FRTH,TOMM,54735
CDFO,chinook,2,2001,2002,2/7/2002,2/7/2002,38,S,H,2,56.8648614,R-Shuswap R Low,H-Kingfisher Creek/ TOMF,S-Shuswap R Low,BC,FRTH,TOMM,24500
CDFO,chinook,3,2001,2002,5/1/2002,5/12/2002,126.5,S,H,7,85.50807677,R-Chapman Cr,H-Chapman Creek H,S-Lang Cr,BC,GST,GSMN,141000
CDFO,chinook,2,2012,2013,5/28/2013,5/28/2013,148,S,H,9.71,93,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,60265
CDFO,chinook,2,2013,2014,5/15/2014,6/15/2014,150.5,F,H,NA,NA,R-Nechako R,H-Nechako Lks (Vanderh) S,S-Quesnel R,BC,FRTH,UPFR,265
CDFO,chinook,2,2013,2014,5/15/2014,6/15/2014,150.5,F,H,NA,NA,R-Fraser R Up,H-Pr George (Mackenzie) S,S-Quesnel R,BC,FRTH,UPFR,550
CDFO,chinook,2,2013,2014,5/15/2014,6/15/2014,150.5,F,H,NA,NA,R-Nechako R,H-Pr George (Mackenzie) S,S-Quesnel R,BC,FRTH,UPFR,550
CDFO,chinook,2,1990,1991,10/4/1991,10/9/1991,279.5,F,H,13.6,102,R-Chilko R,H-Quesnel River H,S-Chilko R,BC,FRTH,UPFR,34777
CDFO,chinook,2,2013,2014,5/15/2014,6/15/2014,150.5,F,H,2.5,61.15056661,R-Shuswap R Low,H-N Okanagan-Shuswap Sch,S-Shuswap R Low,BC,FRTH,TOMM,2000
CDFO,chinook,2,1993,1994,5/5/1994,5/5/1994,125,S,H,5.9,83,R-First Lk/GSVI,H-Nanaimo River H,S-First Lk/GSVI,BC,GST,GSVI,418622
CDFO,chinook,3,1993,1994,5/25/1994,5/25/1994,145,S,H,5,76.63442959,R-Chapman Cr,H-Chapman Creek H,S-Chapman Cr,BC,GST,GSMN,11000
CDFO,chinook,3,1993,1994,5/25/1994,5/25/1994,145,S,H,5,76.63442959,R-Chapman Cr,H-Chapman Creek H,S-Big Qualicum R,BC,GST,GSMN,210000
CDFO,chinook,1,1994,1995,5/3/1995,5/3/1995,123,S,H,10,96.03894329,R-Salmon R/UPFR,H-Chilako River H,S-Salmon R/UPFR,BC,FRTH,UPFR,3500
CDFO,chinook,2,2012,2013,5/7/2013,5/7/2013,127,S,H,6.85,82,R-Chehalis R,H-Chehalis River H,S-Chehalis R,BC,FRTH,LWFR,140267
CDFO,chinook,3,2012,2013,3/20/2013,3/20/2013,79,F,H,2,56.8648614,R-Cowichan Est,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,533925
CDFO,chinook,3,2000,2001,4/30/2001,6/1/2001,136,S,H,9.2,90,R-Lang Cr,H-Lang Creek H,S-Lang Cr,BC,GST,GSMN,320246
CDFO,chinook,2,2000,2001,5/8/2001,5/17/2001,132.5,S,H,8.69,90,R-Porteau Cv,H-Porteau Cove Seapen,S-Porteau Cv,BC,GST,GSMN,1194163
CDFO,chinook,3,2012,2013,5/16/2013,5/16/2013,136,S,H,4,71.26354602,R-Chemainus R,H-Nanaimo River H,S-Chemainus R,BC,GST,GSVI,52318
CDFO,chinook,3,2012,2013,5/13/2013,5/13/2013,133,S,H,5.6,79.51528831,R-Nanaimo R,H-Nanaimo River H,S-Nanaimo R,BC,GST,GSVI,393565
CDFO,chinook,2,2012,2013,5/7/2013,5/7/2013,127,S,H,6.18,82.10840433,R-First Lk/GSVI,H-Nanaimo River H,S-First Lk/GSVI,BC,GST,GSVI,206266
CDFO,chinook,3,2011,2012,12/6/2012,12/6/2012,341,S,H,NA,NA,R-Serpentine R,H-Serpentine River H,S-Serpentine R,BC,GST,GSMS,181110
CDFO,chinook,3,2011,2012,12/7/2012,12/7/2012,342,F,H,NA,NA,R-Oyster R,H-Oyster River H,S-Oyster R,BC,GST,GSVI,34500
CDFO,chinook,1,2012,2013,4/30/2013,5/1/2013,120.5,F,H,1.89,54,R-Coldwater R,H-Spius Creek H,S-Coldwater R,BC,FRTH,TOMM,33028
CDFO,chinook,1,2012,2013,6/7/2013,6/13/2013,161,F,H,1.8,53,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,39950
CDFO,chinook,1,2012,2013,6/10/2013,6/11/2013,161.5,F,H,1.78,54,R-Salmon R/TOMF,H-Spius Creek H,S-Salmon R/TOMF,BC,FRTH,TOMM,81398
CDFO,chinook,2,2012,2013,6/30/2013,6/30/2013,181,F,H,1.5,50,R-Shuswap R Low,H-Kingfisher Creek/ TOMF,S-Shuswap R Low,BC,FRTH,TOMM,27500
CDFO,chinook,2,2012,2013,6/30/2013,6/30/2013,181,F,H,0.84,43,R-Shuswap R Low,H-Kingfisher Creek/ TOMF,S-Shuswap R Low,BC,FRTH,TOMM,11000
CDFO,chinook,2,2012,2013,5/2/2013,5/2/2013,122,S,H,7.78,88.50084238,R-Chilliwack R,H-Chilliwack River H,S-Chilliwack R,BC,FRTH,LWFR,491265
CDFO,chinook,2,2012,2013,4/18/2013,4/18/2013,108,S,H,7.17,84,R-Porteau Cv,H-Porteau Cove Seapen,S-Porteau Cv,BC,GST,GSMN,403384
CDFO,chinook,2,2012,2013,5/9/2013,5/9/2013,129,S,H,9.9,94,R-Cheakamus R,H-Tenderfoot Creek H,S-Cheakamus R,BC,GST,GSMN,25078
CDFO,chinook,3,2012,2013,7/15/2013,7/15/2013,196,S,H,6,81.32189074,R-Goldstream R,H-Goldstream River H,S-Goldstream R,BC,GST,GSVI,30560
CDFO,chinook,2,2012,2013,5/15/2013,5/15/2013,135,F,H,NA,NA,R-Quesnel R,H-Pr George (Mackenzie) S,S-Quesnel R,BC,FRTH,UPFR,916
CDFO,chinook,2,2012,2013,5/13/2013,5/15/2013,134,S,H,6.36,81,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMM,5693
CDFO,chinook,3,2001,2002,5/16/2002,5/16/2002,136,S,H,3.78,71,R-Nanaimo R,H-Nanaimo River H,S-Nanaimo R,BC,GST,GSVI,25307
CDFO,chinook,1,2011,2013,4/23/2013,4/23/2013,113,Y,H,18.33,116,R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,10474
CDFO,chinook,2,2015,2016,6/15/2016,6/15/2016,167,F,H,1,45.37540781,R-Shuswap R Low,H-N Okanagan-Shuswap Sch,S-Shuswap R Low,BC,FRTH,TOMM,864
CDFO,chinook,2,2015,2016,7/15/2016,7/15/2016,197,F,H,1,45.37540781,R-Shuswap R Low,H-Kelowna Schools,S-Shuswap R Low,BC,FRTH,TOMM,200
CDFO,chinook,2,2015,2016,6/15/2016,6/15/2016,167,F,H,1,45.37540781,R-Shuswap R Low,H-Revelstoke Schools,S-Shuswap R Low,BC,FRTH,TOMM,189
CDFO,chinook,2,2015,2016,9/15/2016,9/15/2016,259,Z,H,NA,NA,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMM,58030
CDFO,chinook,3,1997,1998,3/15/1998,3/12/1998,72.5,E,H,0.45,34.98623677,R-Big Qualicum R,H-Big Qualicum River H,S-Big Qualicum R,BC,GST,GSVI,53900
CDFO,chinook,3,1997,1998,6/5/1998,6/5/1998,156,S,H,3,64.89093379,R-Coquitlam R,H-River Springs H,S-Chilliwack R,BC,FRTH,LWFR,6000
CDFO,chinook,3,1997,1998,6/25/1998,6/25/1998,176,S,H,3,64.89093379,R-Coquitlam R,H-Coquitlam River H,S-Chilliwack R,BC,FRTH,LWFR,50000
CDFO,chinook,2,1990,1991,5/15/1991,5/15/1991,135,F,H,NA,NA,R-Clearwater R Up,H-North Thompson Schools,S-Clearwater R Up,BC,FRTH,TOMM,160
CDFO,chinook,2,1990,1991,5/15/1991,5/15/1991,135,F,H,NA,NA,R-Shuswap R Low,H-Vernon Schools,S-Shuswap R Low,BC,FRTH,TOMM,600
CDFO,chinook,3,1990,1991,5/15/1991,5/15/1991,135,S,H,5,76.63442959,R-Anderson Cr/Nicomekl,H-Steveston Salmon H,S-Chilliwack R,BC,GST,GSMS,10000
CDFO,chinook,2,1994,1995,5/15/1995,5/15/1995,135,S,H,NA,NA,R-Stuart R,H-Pr George (Mackenzie) S,S-Stuart R,BC,FRTH,UPFR,450
